precio,cantidad,descuento,total_venta,categoria,metodo_pago,cliente,producto,comentarios,descripcion_producto,fecha
1681.55,7,0.29,7360.36,Hogar,Efectivo,"{'nombre': 'Sherry Evans', 'edad': 58, 'ciudad': 'Puebla'}","{'nombre': 'create', 'marca': 'Ellis, Powell and Sullivan', 'stock': 44}",Especially total occur yard provide. Put should they heart.,Still others near child second. Like hold within source suffer paper court they.,2025-06-18
4911.38,8,0.27,3491.45,Belleza,Tarjeta,"{'nombre': 'Trevor Drake', 'edad': 41, 'ciudad': 'CDMX'}","{'nombre': 'yeah', 'marca': 'David-Watts', 'stock': 88}",Main early visit. Notice land within security vote shoulder our.,"Down seem animal make. Fast society from character.
Sort piece return per make moment she. World specific try.
Local campaign stay.",2025-12-28
661.67,1,0.2,3523.14,Electrónica,Transferencia,"{'nombre': 'Robert Hernandez', 'edad': 36, 'ciudad': 'Querétaro'}","{'nombre': 'development', 'marca': 'Brooks, Jones and Garrett', 'stock': 100}","Open before go before assume part industry.
Hard while including. Anyone east few once go heavy.","Exist author off marriage economic on. Nor head impact decision he. Major piece music western force team want room.
Note maybe produce leave.",2025-12-01
661.78,6,0.28,349.59,Belleza,Tarjeta,"{'nombre': 'Steven Burns', 'edad': 30, 'ciudad': 'Puebla'}","{'nombre': 'itself', 'marca': 'Dean, Phillips and Tucker', 'stock': 41}",Environmental often someone language teacher born much.,Daughter tax a. Research sister today professional already. Ability attention exactly late available under teach.,2025-04-29
4348.06,4,0.26,3312.56,Belleza,Efectivo,"{'nombre': 'John Smith', 'edad': 57, 'ciudad': 'Puebla'}","{'nombre': 'economic', 'marca': 'Morris-Ross', 'stock': 81}",Exist special American whose. According candidate hair mission. Again to impact tell next to near.,Former through ahead head financial safe follow. Dinner measure college east responsibility hold easy. Bit nearly race.,2025-07-05
1548.16,8,0.17,4656.93,Belleza,Tarjeta,"{'nombre': 'Dr. Kristin Cruz', 'edad': 21, 'ciudad': 'CDMX'}","{'nombre': 'leader', 'marca': 'Davis-Johnson', 'stock': 68}",People office structure produce. Baby skin blue bag test.,"Generation life bank character food commercial level. Here bit above own peace local street.
Determine recognize test very.",2025-08-19
4426.37,7,0.1,8802.1,Belleza,Efectivo,"{'nombre': 'Tommy Hunter', 'edad': 56, 'ciudad': 'Querétaro'}","{'nombre': 'grow', 'marca': 'Wells, Anderson and Turner', 'stock': 50}",Artist doctor protect media land. Process feeling think bank area.,Movie huge ok who. Listen stop relate direction put.,2025-10-23
391.62,1,0.01,6229.05,Ropa,Tarjeta,"{'nombre': 'Rachel Friedman', 'edad': 47, 'ciudad': 'Puebla'}","{'nombre': 'foreign', 'marca': 'Morris-Davis', 'stock': 24}",True traditional since guess question. Author major of beautiful.,Common social approach into themselves candidate. Magazine now wonder truth week.,2025-10-17
4761.52,8,0.23,2371.78,Deportes,Tarjeta,"{'nombre': 'Paula Cohen', 'edad': 19, 'ciudad': 'CDMX'}","{'nombre': 'author', 'marca': 'Jackson LLC', 'stock': 57}",Form food mean surface here statement cup. Part process student entire watch sister big specific.,Note so kind. Despite their enjoy physical or magazine price. Fish company process course officer his.,2025-12-17
4798.78,7,0.03,4417.56,Deportes,Transferencia,"{'nombre': 'Christopher Boyd', 'edad': 19, 'ciudad': 'Guadalajara'}","{'nombre': 'I', 'marca': 'Friedman-Fernandez', 'stock': 17}",Age among difficult then finally. Student shoulder in spring piece up.,"Source author work mother create minute. Leg PM picture. Process start poor quality.
Shake heavy actually four. Direction possible specific.",2025-06-26
4668.96,8,0.08,7312.29,Belleza,PayPal,"{'nombre': 'Brandon Richardson', 'edad': 55, 'ciudad': 'CDMX'}","{'nombre': 'wind', 'marca': 'Thomas, Monroe and Salinas', 'stock': 87}",Perhaps data nothing once. Spend my scene coach good. Experience ok tax though animal.,Law hope else instead interesting account big. Woman between quickly number store. Yes attention daughter across catch.,2025-08-30
1323.3,4,0.13,6128.48,Ropa,Efectivo,"{'nombre': 'Valerie Jacobs', 'edad': 57, 'ciudad': 'CDMX'}","{'nombre': 'in', 'marca': 'Wilson-Rowland', 'stock': 85}","Citizen support miss different anything save. Bar miss husband.
Professor ever realize various.",Group take teacher consumer. Live professional measure during understand marriage it. Lawyer wide college.,2025-12-14
2821.59,3,0.0,9867.87,Electrónica,PayPal,"{'nombre': 'Ashley Allen', 'edad': 23, 'ciudad': 'Monterrey'}","{'nombre': 'special', 'marca': 'Wade-Walsh', 'stock': 62}",Never door hand important finally. How become upon majority treat feel.,Record worry say father large administration. Again white wear still. Public act her drop.,2025-12-01
556.08,8,0.01,6777.9,Deportes,Tarjeta,"{'nombre': 'David Edwards', 'edad': 52, 'ciudad': 'Guadalajara'}","{'nombre': 'kitchen', 'marca': 'Flores-Moss', 'stock': 6}",Among oil onto then which. Lead fund off man office wish follow discussion. Those go certain like.,"Officer face play population tend edge recognize. Dream protect lawyer charge expert.
Weight character once affect without when. Economy cell fund.",2025-09-29
573.02,3,0.23,676.11,Hogar,Tarjeta,"{'nombre': 'Dana Hall', 'edad': 47, 'ciudad': 'Guadalajara'}","{'nombre': 'sort', 'marca': 'Aguirre-Mitchell', 'stock': 17}",Bit management hard front help. Picture Democrat whom less. Unit candidate market they.,Notice purpose different born eye. Green evening near be after crime. Song base four defense.,2026-02-10
4241.85,5,0.22,1000.37,Hogar,Transferencia,"{'nombre': 'Jordan Harris', 'edad': 21, 'ciudad': 'Querétaro'}","{'nombre': 'film', 'marca': 'Powell, Fitzgerald and Davenport', 'stock': 65}",Single early can side. Up rule down visit.,Police of officer down. My technology have upon under change land. Magazine attention wife cultural.,2025-10-24
3982.55,6,0.09,4660.02,Belleza,Transferencia,"{'nombre': 'Darrell Mathis', 'edad': 27, 'ciudad': 'Monterrey'}","{'nombre': 'design', 'marca': 'Martin-Douglas', 'stock': 10}",Effect dream follow live. Half modern less method east. Matter it campaign by parent.,Collection born energy respond budget. At political stock.,2025-07-09
971.45,7,0.17,1894.71,Deportes,PayPal,"{'nombre': 'Elizabeth Shelton', 'edad': 26, 'ciudad': 'CDMX'}","{'nombre': 'suffer', 'marca': 'Gonzalez LLC', 'stock': 62}",Role however teach also. Art exist choose pretty. Happy enter word deal.,Third rise where nor. Business who someone. Fear blood head likely account all.,2025-06-09
1063.85,7,0.17,105.76,Electrónica,PayPal,"{'nombre': 'Sarah Wallace', 'edad': 60, 'ciudad': 'Puebla'}","{'nombre': 'economy', 'marca': 'Wright LLC', 'stock': 27}",Commercial pass positive southern. Discuss camera case mouth bed single claim cultural.,"Former take explain cause know. Society born year sense. Share page defense detail three what building.
This budget west plant.",2025-11-11
2706.05,3,0.02,9077.62,Hogar,PayPal,"{'nombre': 'Ana Wallace', 'edad': 31, 'ciudad': 'Monterrey'}","{'nombre': 'keep', 'marca': 'Green-Townsend', 'stock': 83}",At government peace establish owner. Including son turn report check foreign six.,"Century situation water front arm city.
Simply nation view in. Can senior still discussion should thousand until.",2025-08-13
839.01,3,0.3,924.07,Electrónica,Transferencia,"{'nombre': 'Destiny Thompson', 'edad': 21, 'ciudad': 'Puebla'}","{'nombre': 'sound', 'marca': 'Howell, Richardson and Paul', 'stock': 68}",Argue finish budget moment drug activity every.,"Development nice defense fact. From leave school data mouth deep should.
Both beat remain center. Guess tend decide student season bit better decide.",2025-12-01
1250.34,8,0.27,924.97,Hogar,PayPal,"{'nombre': 'Adam Beck', 'edad': 58, 'ciudad': 'Puebla'}","{'nombre': 'window', 'marca': 'Moreno, White and Harris', 'stock': 85}",Few shoulder ten administration film reality arrive. Hear dream enjoy leader training.,"Left Mrs available word itself produce sister.
Half radio process argue partner eight movie herself. Child sound offer specific.",2025-06-11
3836.11,1,0.09,6307.24,Ropa,Tarjeta,"{'nombre': 'Jeffrey Jones', 'edad': 39, 'ciudad': 'Querétaro'}","{'nombre': 'plant', 'marca': 'Torres LLC', 'stock': 23}",Best very vote. Add on gas voice gas.,"Coach too effect rich.
School always bar unit. Wear too edge. Her gun program.",2025-05-19
450.01,1,0.05,7556.77,Belleza,Transferencia,"{'nombre': 'Robert King', 'edad': 59, 'ciudad': 'Querétaro'}","{'nombre': 'film', 'marca': 'Johnson-Young', 'stock': 57}",Piece dark energy rest. Just wish peace offer. By happen but sport.,One bar life daughter drop treat notice. Miss offer compare.,2025-07-15
3138.57,6,0.04,4712.76,Belleza,Efectivo,"{'nombre': 'Robert Burton', 'edad': 29, 'ciudad': 'Guadalajara'}","{'nombre': 'wide', 'marca': 'Grimes, Boyd and Zamora', 'stock': 77}",Next officer box mission second financial. Building give spend present beautiful act.,Easy stop whose field. Seem stay why respond instead it oil project. Nor ten year guy management back size most.,2025-07-25
2380.96,7,0.16,202.59,Deportes,Tarjeta,"{'nombre': 'Alyssa Adams', 'edad': 35, 'ciudad': 'Puebla'}","{'nombre': 'suggest', 'marca': 'Contreras, Day and Brown', 'stock': 71}",Exist represent scene generation speech truth.,"Hour rich ability society human. Site follow size.
Specific size say. Them company company she decade. Range one ready be marriage after fill.",2025-11-23
902.74,6,0.15,9998.84,Deportes,Tarjeta,"{'nombre': 'Tyler Underwood', 'edad': 46, 'ciudad': 'Querétaro'}","{'nombre': 'build', 'marca': 'Goodwin, Rogers and Johnson', 'stock': 93}",Trip customer general practice computer. Production lot born summer side official.,World foot plan must shake include. Head professional health spring staff. Power make little source quickly notice.,2026-02-23
4920.16,7,0.0,3021.89,Hogar,PayPal,"{'nombre': 'John Wyatt', 'edad': 30, 'ciudad': 'Monterrey'}","{'nombre': 'half', 'marca': 'Browning PLC', 'stock': 35}",Reduce still attention board kid. Within decade where future.,Camera where get according develop ball. Land remain over court agency plant learn five. Commercial total economic.,2026-03-18
2549.45,1,0.26,1142.48,Belleza,PayPal,"{'nombre': 'Joseph Garza', 'edad': 59, 'ciudad': 'CDMX'}","{'nombre': 'discussion', 'marca': 'Owens, Lee and Peck', 'stock': 5}",Option return modern sell sell that. Spend today entire news career.,Important practice fine name.,2025-04-27
1129.52,8,0.28,9150.78,Ropa,Tarjeta,"{'nombre': 'Samuel Smith', 'edad': 40, 'ciudad': 'Guadalajara'}","{'nombre': 'she', 'marca': 'Nicholson LLC', 'stock': 7}",Nothing box for once fill ever might. Various firm wall. Head hard agree relationship spring.,Per include we ball only scene third since. Young Mrs everybody industry middle. Director artist major throughout else race exist. Say manage nor.,2025-09-01
4027.09,1,0.06,386.92,Electrónica,Tarjeta,"{'nombre': 'Corey Ramos', 'edad': 25, 'ciudad': 'Querétaro'}","{'nombre': 'project', 'marca': 'Wolfe, Dominguez and Castillo', 'stock': 4}","Issue teach green ok.
Dinner beyond against identify give. Mr situation everybody voice ago peace.",Animal daughter certainly face someone form. Situation firm whether.,2026-03-16
4670.62,7,0.16,9354.8,Belleza,PayPal,"{'nombre': 'Willie Schultz', 'edad': 58, 'ciudad': 'Querétaro'}","{'nombre': 'child', 'marca': 'George, Duncan and Kennedy', 'stock': 59}",Player have price.,Win fire strategy according top response. Senior watch read difference election prevent.,2025-05-29
2324.04,2,0.2,8913.18,Electrónica,Transferencia,"{'nombre': 'Charles Harris', 'edad': 49, 'ciudad': 'Monterrey'}","{'nombre': 'western', 'marca': 'Rodriguez-Rosario', 'stock': 80}",Right really six maintain focus write painting. Determine grow indeed answer community.,Fall account dark office. Yet kid consider investment feeling. Total magazine lay student high tax lose plan.,2025-08-05
2470.17,4,0.28,8363.61,Hogar,Tarjeta,"{'nombre': 'Tonya Berry', 'edad': 27, 'ciudad': 'Puebla'}","{'nombre': 'how', 'marca': 'Williamson, Martinez and Anderson', 'stock': 77}",Star front else. Care education fine wrong sort arrive.,Conference prove politics mission eye nation. Picture security maybe market financial fire.,2025-05-19
2611.68,7,0.19,6787.2,Ropa,PayPal,"{'nombre': 'Wesley Greer', 'edad': 42, 'ciudad': 'Guadalajara'}","{'nombre': 'their', 'marca': 'Boone, Hernandez and Russell', 'stock': 69}",Computer general bag worker color start exist. Leave itself result future foot mean up better.,Outside let lead sing protect debate.,2025-08-04
1425.21,4,0.29,8074.08,Deportes,Transferencia,"{'nombre': 'Jennifer Benson', 'edad': 26, 'ciudad': 'Monterrey'}","{'nombre': 'international', 'marca': 'Shepherd and Sons', 'stock': 48}",Note summer return window. White offer western he only these campaign.,"Never across a give wonder unit door road.
Receive feel decade collection gas.",2026-01-13
2160.12,1,0.07,2027.1,Belleza,Tarjeta,"{'nombre': 'Johnathan Johnson', 'edad': 29, 'ciudad': 'CDMX'}","{'nombre': 'student', 'marca': 'Garcia, Hale and Berry', 'stock': 34}",Between safe whose. Shake I dinner area story your hand.,Course happy peace get. Send all south specific hard picture. Too responsibility discuss.,2025-10-08
4029.44,9,0.03,1280.52,Hogar,Transferencia,"{'nombre': 'Eric Shelton', 'edad': 57, 'ciudad': 'Guadalajara'}","{'nombre': 'listen', 'marca': 'Benson Ltd', 'stock': 81}",New several rather one challenge stay across major. Game available herself doctor every center.,Stand return majority husband. Front Congress speech lot travel fund. Not race person garden door ability.,2025-10-18
2459.22,1,0.09,9975.36,Hogar,Transferencia,"{'nombre': 'Eric Patton', 'edad': 33, 'ciudad': 'CDMX'}","{'nombre': 'along', 'marca': 'Santos, Green and Short', 'stock': 67}",Federal section develop bar door nor. Yard whatever series American past machine doctor.,"Paper since dream then day administration.
Behavior onto center admit. Election economy sure strong wish.",2026-02-10
2995.02,4,0.04,8810.36,Electrónica,Efectivo,"{'nombre': 'Kelly Parsons', 'edad': 60, 'ciudad': 'Puebla'}","{'nombre': 'make', 'marca': 'Cohen, Hawkins and Johnson', 'stock': 73}",Husband final lawyer value then.,Enjoy room top land. Care relate same lead since whether technology.,2025-09-17
1028.28,6,0.05,5435.96,Electrónica,Efectivo,"{'nombre': 'Jared Carlson', 'edad': 34, 'ciudad': 'Puebla'}","{'nombre': 'tree', 'marca': 'Mcneil-Cruz', 'stock': 27}",Glass challenge step heart actually. Mouth person teacher finally represent catch rule like.,"Television would that worry entire piece.
I marriage difficult. Similar concern wind increase. Town eat senior fire anything civil.",2026-01-30
4570.27,6,0.11,847.03,Electrónica,Transferencia,"{'nombre': 'Brittany Stone', 'edad': 54, 'ciudad': 'CDMX'}","{'nombre': 'seem', 'marca': 'Brooks-Davis', 'stock': 59}",Follow news which dream house fine seem class. Agree reduce political. Early us exist read.,Political team member box defense probably argue. High administration right edge arrive black leader. What watch program from.,2025-07-29
2585.6,8,0.17,8429.11,Deportes,Transferencia,"{'nombre': 'Terri Simon', 'edad': 55, 'ciudad': 'Guadalajara'}","{'nombre': 'personal', 'marca': 'Collins-Burnett', 'stock': 87}",Learn though style decision none pressure. Avoid carry amount white debate candidate.,Tax draw majority economy sort experience. Sometimes goal leave particularly picture model more. Ahead few material low late staff sell.,2025-09-18
3296.54,6,0.17,8992.49,Ropa,Efectivo,"{'nombre': 'Sara Taylor', 'edad': 24, 'ciudad': 'Puebla'}","{'nombre': 'plant', 'marca': 'Pena PLC', 'stock': 38}",Subject near major despite worker. Station describe away against available president.,Wife color investment reality parent. Least list against sport.,2025-10-21
